book_id	book_title	number	headword	native_definition_en	japanese_meaning	etymology	example_B_en	example_B_ja	example_C_en	example_C_ja	example_D_en	example_D_ja
dist1	Distinction I	213	deep dive		ディープダイブ		We should do a deep dive into why the design department has been losing so many employees over the last couple of years.	なぜ設計部門がここ数年でこれほど多くの従業員を失っているのかを深く掘り下げる必要がある。	Matt's done a deep dive in Elastir's electricity expenses to work out the reason for the unusually high cost.	Matt は、異常に高いコストの理由を解明するために、Elastir の電気代を詳しく調べました。	Detailed Analysis	詳細な分析
dist1	Distinction I	214	boil down to sth		要約すると sth になります		The success of this project boils down to our ability to effectively manage costs.	このプロジェクトの成功は、コストを効果的に管理できる当社の能力にかかっています。	Our poor wind loss record boils down to our team not scoring enough goals.	私たちの貧弱な風損失の記録は、端的に言えば、チームが十分なゴールを決めていないことにあります。	Be summarized to something.	何かに要約される。
dist1	Distinction I	215	hit the ground running		全力で取り組む		I always review the notes before the lecture so that I can hit the ground running when I attend the lecture.	講義前に必ずノートを見直して、講義に臨めるようにしています。	Pat was able to hit the Grand Running because of all the preparation that he did the night before.	パットは前夜に行ったあらゆる準備のおかげでグランドランニングに出場することができました。	Start well.	元気にスタートしましょう。
dist1	Distinction I	216	wake up on the wrong side of the bed		ベッドの間違った側で目が覚める		Tiny must have worked up on the wrong side of the bed this morning.	タイニーは今朝、ベッドの間違った側で運動したに違いありません。	I apologize for my media today. I just woke up on the wrong side of the bed.	今日はメディアのことをお詫びします。ベッドの間違った側で目が覚めたところです。	Being a bad mood.	機嫌が悪くなること。
dist1	Distinction I	217	low hanging fruit		簡単に実現できる成果		The vast majority of websites on this platform have been seen as low hanging fruit for hackers for several years.	このプラットフォーム上の大部分の Web サイトは、数年前からハッカーにとって簡単に実現できるものとみなされてきました。	Making money by investing in cryptocurrencies getting harder because most of the low-hanging fruit has been picked.	簡単に実現できる成果のほとんどが手に入ったため、暗号通貨への投資でお金を稼ぐことはますます困難になっています。	Easily achievable target.	簡単に達成できる目標。
dist1	Distinction I	218	icebreaker		砕氷船		Going for a team lunch is a good icebreaker.	チームでランチを食べに行くのは良いアイスブレイクです。	Let's organize Icebreaker games to help the participants relax.	参加者がリラックスできるようにアイスブレーカー ゲームを企画しましょう。	Activity to make people who do not know each other feel more relaxed together.	お互いを知らない人たちが一緒にもっとリラックスできるようにする活動。
dist1	Distinction I	219	mock sth up		モックアップ		Ryan will mock up a version of the presentation so that he can show us what it will look like.	ライアンはプレゼンテーションのバージョンをモックアップして、それがどのようなものになるかを私たちに見せます。	Can you please mock up a few diagrams for the floor plan?	間取り図をいくつかモックアップしてもらえますか?	Draft something.	何かの草案を書きます。
dist1	Distinction I	220	or so		とか		I think he's 30 years older so.	彼は30歳も年上だと思います。	Can we meet at 5pm or so?	午後5時くらいに会えますか？	Approximately.	約。
dist1	Distinction I	221	jack of all trades		何でも屋		Alex doesn't really have a preferred position in playing, and sees a jack of all trades.	アレックスには特に好みのポジションはなく、何でも屋だと考えています。	He is known as a jack of all trades. He went from being an accountant to a soccer coach to even a comedian.	彼は何でも屋として知られています。彼は会計士からサッカーコーチ、さらにはコメディアンまで転身しました。	Person who's competent in many areas.	多方面で有能な人。
dist1	Distinction I	222	vanilla		バニラ		The weather is a very vanilla conversation topic.	天気は非常に平凡な会話のトピックです。	Mike is a very vanilla person.	マイクはとてもバニラな人です。	boring ordinary	退屈な普通の
dist1	Distinction I	223	hard headed		頭が固い		Lydia can be very hard headed at times.	リディアは時々非常に頭が固くなることがあります。	I find it hard to deal with Amy. She's so hard-headed.	エイミーと付き合うのは難しいと思う。彼女はとても頭が固いんだ。	stubborn.	頑固。
dist1	Distinction I	224	play devil/s advocate		悪魔の代弁者を演じる		He said the quickest way of securing funding is to ask David, right? Playing Devils Advocate, is there anybody more trustworthy?	資金を確保する一番手っ取り早い方法はデービッドに頼むことだと彼は言いましたよね？悪魔の代弁者をプレイしているのですが、これ以上に信頼できる人はいますか?	They say being smart as a positive thing, but to play devil's advocate, why can we say it's good to be smart and bad to be dumb?	彼らは頭が良いことは良いことだと言いますが、悪魔の擁護者を演じるために、なぜ頭が良いのは良いこと、愚かであるのは悪いと言えるのでしょうか？	Take an opposing or alternative view for argument sake or to examine its validity.	議論のために、またはその妥当性を検討するために、反対または別の見解を採用します。
dist1	Distinction I	225	crystalize sth		sthを結晶化する		If you're going to Disneyland, you should crystallize your plane of attack for which attractions you should do, as it's always packed.	ディズニーランドに行く場合は、常に混雑しているため、どのアトラクションに行くべきかを明確にする必要があります。	In order for me to crystallize with the final building will look like, I need the engineers to tell me if the design is practical.	最終的な建物の外観を具体化するには、エンジニアにその設計が実用的かどうかを教えてもらう必要があります。	Finalize something.	何かを仕上げる。
dist1	Distinction I	226	D and M		DとM		Jack had a DNA module about the best way for them to move forward with their lives.	ジャックは、自分たちの人生を前進させるための最善の方法についての DNA モジュールを持っていました。	I had a deal with Mark about his new girlfriend yesterday.	昨日、マークと彼の新しいガールフレンドについて取り決めました。	Deep and meaningful conversation.	深くて意味のある会話。
dist1	Distinction I	227	people person		人		Jillian's a real people person, as he can start a conversation with anybody.	ジリアンは誰とでも会話を始めることができるため、本当に人間的な人間です。	Oliver's definitely a people person. He's been speaking to my colleagues for hours already, although they met him for the first time today.	オリバーは間違いなく人間的な人間だ。今日初めて会ったのに、彼はすでに何時間も私の同僚と話しています。	sociable person.	社交的な人。
dist1	Distinction I	228	get something over the line		一線を越えて何かを得る		Let's get this piece of work over the line and go home early today.	今日はこの仕事を一線を越えて早く帰りましょう。	Talmud get his assignments over the line if you don't constantly prompt him.	あなたが常に彼に促しなければ、タルムードは任務を一線を越えてしまうでしょう。	Complete something.	何かを完成させましょう。
dist1	Distinction I	229	branch out		枝分かれする		The Cinema Software Company has started branching out into other markets, such as virtual reality.	The Cinema Software Company は、仮想現実などの他の市場にも進出し始めています。	There is branching out into other departments to gain more experience outside of finance.	財務以外の経験を積むために、他の部門にも進出しています。	Expand.	拡大する。
dist1	Distinction I	230	out of pocket		ポケットから		If you have an insurance card, you don't have to pay anything out of pocket when you come in for an appointment.	保険証をお持ちであれば、受診時に自己負担金を支払う必要はありません。	Because the company didn't pay for my cab ride, I'm now $50 out of pocket.	会社が私のタクシー料金を支払わなかったので、私は現在 50 ドルを自己負担しています。	Using one-zone money.	ワンゾーンマネーの使用。
dist1	Distinction I	231	wordsmith sth		ワードスミス sth		I need a word Smith the support a bit before I can send it to you.	あなたに送る前に、スミスにサポートを少し伝えてください。	Once we wordsmith this blog post tomorrow, it'll be ready to publish.	明日このブログ投稿をワードスミスしたら、公開する準備が整います。	Refine the wording of something.	何かの表現を洗練する。
dist1	Distinction I	232	watered down		水で薄めた		The operating system on an iPhone is like a water-down version of Mac OS X.	iPhone のオペレーティング システムは、Mac OS X のウォーターダウン バージョンのようなものです。	I'd say Twitter is the real me and Facebook is a water down version of me.	Twitter は本当の私であり、Facebook は私を水に落としたバージョンだと思います。	diluted.	希釈した。
dist1	Distinction I	233	fish for compliments		褒め言葉を釣る		The point of uploading a lot of yourself is to fish for compliments, isn't it?	自分自身をたくさんアップロードすることのポイントは、褒め言葉を釣ることですよね。	Fishing for compliments may annoy some people, but it is actually often effective to boost your confidence.	褒め言葉を釣ることにイライラする人もいるかもしれませんが、実際には、自信を高めるのに効果的なことがよくあります。	indirectly seat compliments.	間接的に席を褒めます。
dist1	Distinction I	234	meet sb halfway		途中でSBと会う		I think we'll get to an outcome that suits the both of us if you meet me halfway.	中途半端にお会いしたほうが、お互いにとって納得のいく結果が得られると思います。	Chames and can are struggling to meet halfway. As they disagree on the lot of aspects of the proposal.	チェイムスとカンは途中で会うのに苦労しています。彼らは提案の多くの点で意見が一致していないからです。	Compromise with somebody.	誰かと妥協する。
dist1	Distinction I	235	weed out sth		取り除く		The purpose of resume screening is essentially to weed out unqualified candidates.	履歴書審査の目的は本来、不適格な候補者を排除することです。	The government is trying to weed out potential terrorists traveling to Japan.	政府は日本を訪れる潜在的なテロリストを排除しようとしている。	isolate and remove something or somebody.	何かまたは誰かを隔離し、取り除くこと。
dist1	Distinction I	236	better half		良い半分		Can I introduce you to Sam my better half?	私の親友のサムを紹介してもいいですか？	She's just waiting for her better half to bring the car around.	彼女はただ、妻が車を運んでくれるのを待っているだけだ。	Significant Other	伴侶
dist1	Distinction I	237	hit pause		一時停止を押す		If you're exhausted from studying too much, hit pause and chill out a bit.	勉強しすぎて疲れたら、一時停止して少しリラックスしてください。	Let's hit pause on this discussion. I need to gather some more information before we continue.	この議論は一時停止しましょう。続行する前に、さらに情報を収集する必要があります。	See you tomorrow.	また明日ね。
dist1	Distinction I	238	wind down		くつろぐ		The construction of the house is winding down, so you should hear a lot less noise from next week.	家の工事も終わりつつあるので、来週からは騒音もかなり少なくなるはずです。	I'm taking next week off work to wind down a bit.	来週は少し休むために仕事を休みます。	Gradually and relax.	徐々にそしてリラックスしてください。
dist1	Distinction I	239	make a killing		殺しをする		Tareesa is making a kill in southern carrots of the rabbit show.	タリーサはウサギショーの南ニンジンでキルを稼いでいます。	Sue's making a kill in from the side business that she started last month.	スーは先月始めた副業で稼いでいます。	Make a lot of money.	たくさんお金を稼ぎましょう。
dist1	Distinction I	240	take a stab in the dark		暗闇の中で刺す		I wasn't sure what the answer was, so I just took a stab in the dark.	答えが分からなかったので、暗闇の中で試してみました。	If you don't know what the answer is, just take a stab in the dark. It's better than saying nothing.	答えがわからない場合は、暗闇の中で試してみてください。何も言わないよりは良いです。	Take a complete guess.	完全に推測してください。
dist1	Distinction I	241	take sth with a grain of salt		話は割り引いて考える		Jeff told me he could lift a car one handed, but I took it with a grain of salt.	ジェフは片手で車を持ち上げることができると言ったが、私は割り引いて聞いた。	John took what Trent told him with a grain of salt, as it didn't seem correct.	ジョンはトレントの言ったことは正しくないと思われたので、割り引いて受け入れた。	Views something with skepticism.	何かを懐疑的に見る。
dist1	Distinction I	242	unwritten rule		不文律		On the trains, there's an unwritten rule to not take the seat next to someone if there are other seats available.	電車では、空席がある場合は隣の席に座ってはいけないという暗黙のルールがあります。	In Japan, there's some unwritten rule that you must take off your shoes when walking into a room.	日本には、部屋に入るときは靴を脱がなければならないという不文律があります。	Custom that is followed by everyone, but does not exist in written form.	誰もが守っている習慣ですが、明文化された形では存在しません。
dist1	Distinction I	243	treading water		立ち泳ぎ		Japan's economy has been treading water for more than 20 years.	日本経済は20年以上にわたって立ち往生している。	Neville's been treading water as he can't figure out the next step.	ネビルは次のステップが分からず立ち往生している。	Not progressing.	進んでいない。
dist1	Distinction I	244	grunt work		単調な仕事		I need someone more junior to do the groundwork for this project. Because I'm busy working on a few other things.	このプロジェクトの基礎を作ってくれる、もっと若い人が必要です。他の仕事で忙しいからです。	Is there any chance we could get somebody else to do the groundwork? I need you helping out on something more complex.	他の人に基礎工事をしてもらう可能性はありますか?もっと複雑なことについて手伝ってもらいたいのです。	Monotonous work	単調な作業
dist1	Distinction I	245	hold one/s cards close to one/s chest		カードを胸に近づけます		I can never tell what Kim is thanking, because she holds her cards very close to her chest.	キムがカードを胸のすぐ近くに持っているため、キムが何に感謝しているのか全く分かりません。	Everyone's curious who will be promoted next, but the boss is holding his cards close to his chest.	次に誰が昇進するのか誰もが興味を持っていますが、ボスは自分のカードを胸に抱えています。	Be secretive.	秘密にしてください。
dist1	Distinction I	246	unheard of		前代未聞の		A pink tiger is unheard of.	ピンクタイガーなんて前代未聞です。	It's unheard of for somebody to hit 100 home runs in a year.	年間100本のホームランを打つ人は前代未聞です。	unprecedented.	前例のない。
dist1	Distinction I	247	put sb/s name in the hat		帽子にSB/Sの名前を入れてください		I think you'd be a great candidate, so you should put your name in the hot.	あなたは素晴らしい候補者だと思うので、積極的に名前を載せるべきです。	I'll put my name in the hat, as the opportunity seems interesting.	面白そうな機会なので、帽子に自分の名前を入れておきます。	Dominate somebody.	誰かを支配する。
dist1	Distinction I	248	out of sb/s league		sb/sリーグから外れた		I have a crush on this girl, but she's way out of my league.	私はこの女の子に憧れていますが、彼女は私のレベルからは程遠いです。	That DSLR camera is way out of my league.	そのデジタル一眼レフカメラは私の範疇を超えています。	Too good or too expensive for somebody.	誰かにとって良すぎる、または高すぎる。
dist1	Distinction I	249	think back to sth		sthを思い出してください		She thought back to the time she was late to her economics exam.	彼女は経済学の試験に遅刻したときのことを思い出した。	If you could think back to the meeting we had last week, you'll recall that we already discussed this.	私たちが先週行った会議を思い返していただければ、このことについてすでに話し合ったことを思い出していただけるでしょう。	Recall something.	何かを思い出してください。
dist1	Distinction I	250	leave sb high and dry		sbを高く乾燥させたままにしておきます		The Prime Minister says the government won't leave homeless people high and dry.	首相は、政府はホームレスの人々を高揚して干からびたままにしておくつもりはないと述べた。	heading off to the client to apologize or come with you. I don't want you to be left high and dry.	クライアントのところに行って謝罪するか、一緒に来てください。私はあなたを高揚したまま乾いたままにしてほしくないのです。	Leave someone unsupported or helpless.	誰かをサポートや無力なままにしておきます。
dist1	Distinction I	251	lucky break		ラッキーブレイク		In order to have a successful career, you definitely need to have a lucky break here and there.	キャリアを成功させるためには、あちこちで幸運を掴むことが絶対に必要です。	We've had a lucky break with the restaurant. Someone's just canceled it the last minute, so we've managed to book a table.	私たちはレストランで幸運な休暇を過ごすことができました。直前に誰かがキャンセルしたので、なんとかテーブルを予約できました。	Portionate event	部分的なイベント
dist1	Distinction I	252	put one/s best foot forward		片足を前に出す		Gabriel put his best foot forward at the interview.	ガブリエルはインタビューで全力を尽くした。	You won't win the game unless you put your best foot forward.	全力を出さないと試合には勝てません。	Do one's best.	頑張ってください。
dist1	Distinction I	253	have the final say		最終決定権を持つ		My boss always consults me before making important decisions, but at the end of the day, he has the final say.	私の上司は重要な決定を下す前にいつも私に相談しますが、最終的な決定権は上司にあります。	I believe that people should have the final say in deciding their own future.	私は、人々は自分自身の将来を決定する最終決定権を持っているべきだと信じています。	Have the power to make the final decision.	最終的な決断を下す力を持っています。
dist1	Distinction I	254	blow it		吹き飛ばす		My team really blew it last night. We were so far ahead of half time and still managed to lose.	昨夜、私のチームは本当に大活躍でした。我々はハーフタイムよりかなりリードしていたが、それでも負けることができた。	Emily really blew it at the job interview.	エミリーは就職面接で本当に大失敗しました。	Miss an opportunity.	チャンスを逃してしまう。
dist1	Distinction I	255	fit like a glove		手袋のようにフィット		This new jacket fits like a glove.	この新しいジャケットは手袋のようにフィットします。	The dishwasher fits like a glove in the corner of my kitchen.	食洗機はキッチンの隅に手袋のように収まります。	Fit perfectly.	完璧にフィットします。
dist1	Distinction I	256	quit while sb is ahead		SBが先にいる間にやめてください		Tom was $100 ahead at the casino, so he quit while he was ahead.	トムはカジノで 100 ドル勝っていたので、勝っている間にやめました。	Put your business up for sale. It's important to quit while you're ahead.	あなたのビジネスを売りに出しましょう。有利なうちにやめることが重要です。	See, while somebody is in a favorable position.	ほら、誰かが有利な立場にいるときに。
dist1	Distinction I	257	turn it around		向きを変える		Despite a number of issues at the company, the new CEO has managed to turn it around.	会社には多くの問題があったにもかかわらず、新CEOはなんとか状況を好転させた。	I've lost confidence in myself, but I'll do my best to turn it around.	自信をなくしてしまいましたが、自信を取り戻せるように頑張ります。	Reverse a negative situation.	ネガティブな状況を逆転させます。
dist1	Distinction I	258	show one/s hand		手を見せる		In business negotiations, it's critical you don't show your hand straight away.	ビジネス交渉では、すぐに手を見せないことが重要です。	Let's hold off on making the announcement of the new product for now, as it's not wise to share a hand to our competitors too soon.	競合他社とすぐに手を共有するのは賢明ではないため、今のところ新製品の発表は控えましょう。	reveal once plans, intentions or ideas.	計画、意図、アイデアを一度明らかにします。
dist1	Distinction I	259	circa		頃		McDonald's was founded circa 1960.	マクドナルドは 1960 年頃に設立されました。	Last year's profit was circa $2 million.	昨年の利益は約200万ドルだった。	Approximately.	約。
dist1	Distinction I	260	jazz sth up		ジャズアップ		I'm going to jazz up my house by painting the walls, light green.	壁を薄緑色に塗って、家をおしゃれにするつもりです。	Brett chast up his car by adding LED lights.	ブレットは LED ライトを追加して車を改良しました。	Make something more exciting or pleasing.	もっとエキサイティングな、または楽しいものを作りましょう。
dist1	Distinction I	261	stick out like a sore thumb		痛い親指のように突き出る		Any dirt on a light car will stick out like a sore thumb.	軽自動車の汚れは親指のように突き出ます。	By wearing a light suit at a black tie event, Matt stuck out like a sore thumb.	ブラックタイのイベントで薄手のスーツを着たことで、マットは痛々しいほど目立った。	Be very noticeable in a bad way.	悪い意味で非常に目立ちます。
dist1	Distinction I	262	born with a silver spoon in one/s hand		銀のスプーンを手に持って生まれる		Will is born with a silver spoon in his hand, so doesn't really need to work.	ウィルは銀のスプーンを手に持って生まれたので、働く必要はありません。	Trent finds it a hard to deal with setbacks, and seems to be born with the sober spoon in his hand.	トレントは挫折に対処するのが難しいと感じており、生まれながらに地味なスプーンを手に持っているようです。	Born into a wealthy family.	裕福な家庭に生まれる。
dist1	Distinction I	263	touch and go		タッチアンドゴー		My attendance at the party is a bit touching go, as I have a few other things on the night.	その夜は他にもいくつか用事があるので、パーティーに出席するのはちょっと感動的です。	The project is going to be a bit touching down until we secure more funding.	より多くの資金を確保するまで、このプロジェクトは少し延期される予定です。	uncertain.	不確かな。
dist1	Distinction I	264	bounce		跳ねる		It's getting late, so let's bounce.	遅くなったので、飛び立ちましょう。	This place is boring. Let's bounce.	この場所は退屈だ。跳ねましょう。	Leave.	離れる。
dist1	Distinction I	265	up and running		稼働中		It took a few hours to get the car up and running this morning.	今朝、車を立ち上げて走らせるまでに数時間かかりました。	The plane is finally up and running after being in repairs for a few weeks.	飛行機は数週間の修理を経て、ようやく稼働を開始した。	Operational	稼働中
dist1	Distinction I	266	dirty laundry		汚れた洗濯物		I didn't say that my dad's actually a cost player because I didn't want to air my dad's sturdy laundry.	父が実はコストプレーヤーだとは言わなかったのは、父の丈夫な洗濯物を干したくなかったからです。	The politician is hiding a lot of his dirty laundry.	その政治家は汚れた洗濯物をたくさん隠している。	Very private and personal matters.	非常にプライベートで個人的な事柄。
dist1	Distinction I	267	rock the boat		ボートを揺さぶる		I don't mean to rock the boat, but I think our approach is wrong.	波風を立てるつもりはありませんが、私たちのアプローチは間違っていると思います。	I think hiring too many people at once will rock the boat unnecessarily.	一度にあまりにも多くの人を雇用すると、不必要に状況が混乱してしまうと思います。	Call as Disruption.	中断としてのコール。
dist1	Distinction I	268	give the green light		青信号を出します		We've started the research phase of the project, as Michelle has given it the green light.	ミシェルがゴーサインを出したため、私たちはプロジェクトの研究段階を開始しました。	We should give the green light to commence construction as the client is getting impatient.	クライアントが焦っているので、私たちは建設開始のゴーサインを出すべきです。	Give permission.	許可を与えてください。
dist1	Distinction I	269	set in stone		石に据えられた		The date for the wedding is set in stone, as the guests have already booked flights, and it deposit has already been paid.	ゲストはすでに航空券を予約し、手付金も支払われているため、結婚式の日取りは決まっている。	The day two of Disco start and said in stone as we haven't booked anything yet.	ディスコの2日目が始まりますが、まだ何も予約していないので、石のように言いました。	The longer changeable.	長く変更可能です。
dist1	Distinction I	270	backhanded compliment		裏返しの褒め言葉		That lady literally said, I love your haircut, it reminds me of freshly-known grass. Isn't this a backhanded compliment?	その女性は文字通り、「あなたの髪型が大好きです。見たばかりの草を思い出させます。」と言いました。これは裏返しの褒め言葉ではないでしょうか？	Kathy said to my girl, I thought short girls couldn't wear thigh high beads, but you look great. Put a backhanded compliment.	キャシーは私の娘に、「背の低い女の子はサイハイビーズを履けないと思っていたけど、あなたはとても似合ってますね。」と言いました。裏返しの褒め言葉を入れてみましょう。	complement it also has negative connotations.	補足すると、否定的な意味合いもあります。
dist1	Distinction I	271	sing sb/s praises		SB/Sを称賛する		I think John really likes working with you. He's been singing her praises.	ジョンはあなたと一緒に仕事をするのが本当に好きだと思います。彼は彼女を称賛し続けている。	You should be able to get the job fairly easily, because I've been singing your praises to the recruiting manager.	私は採用担当者を褒め続けてきたので、あなたは比較的簡単に仕事を獲得できるはずです。	Praise somebody enthusiastically.	誰かを熱心に褒めます。
dist1	Distinction I	272	props to sb		SBへの小道具		Props to Danny for assisting with my wedding planning.	私の結婚式の計画を手伝ってくれたダニーに感謝します。	Prox to Jamie for help in with my IT issues.	IT の問題についてはジェイミーに問い合わせてサポートを求めてください。	Credit to somebody.	誰かの功績です。
dist1	Distinction I	273	with a clean slate		白紙の状態で		Moving to another country, we'll let me begin my career with a clean slate.	他の国に引っ越して、白紙の状態でキャリアをスタートさせましょう。	Let's draft this presentation with a clean slate.	このプレゼンテーションの草案を白紙の状態で作成しましょう。	with no influences from previous history or events.	過去の歴史や出来事の影響は受けません。
dist1	Distinction I	274	chip on one/s shoulder		片方の肩にチップを置く		James says a chip on his shoulder after not getting in the top five.	ジェームズはトップ5に入らなかったことで肩が痛んだと語る。	Michael is a player that has always played with a chip on his shoulder.	マイケルは常に肩に傷をつけながらプレーしてきた選手だ。	Have an angry or unpleasant attitude.	怒ったり不快な態度を取ったりする。
dist1	Distinction I	275	chop-chop		チョップチョップ		Chop chop. We've got a plenty catch in an hour.	チョップチョップ。 1時間でたくさん釣れます。	Come on, chup chup, relate.	さあ、チャプチャプ、共感してください。	Hurry up.	急いで。
dist1	Distinction I	276	cool as a cucumber		キュウリのように涼しい		Despite being asked tough questions by the customer all day long, Ryan was cool as a cucumber.	一日中顧客から厳しい質問を受けていたにもかかわらず、ライアンはキュウリのように冷静でした。	The player was cool as a cucumber under a lot of pressure.	その選手は大きなプレッシャーの下でもキュウリのように冷静だった。	Very calm.	とても穏やかです。
dist1	Distinction I	277	knuckle down		ナックルダウン		Ian knuckled down and started studying for his exam.	イアンは膝を屈めて試験の勉強を始めました。	Let's knuckle down and get this project over the line.	力を合わせてこのプロジェクトをやり遂げましょう。	Get serious.	真剣に考えてください。
dist1	Distinction I	278	takeaway		取り除く		Can you share three key takeaways from this training?	このトレーニングから得た 3 つの重要なポイントを教えていただけますか?	The main takeaway from the conference was how competitive the market has become.	このカンファレンスで得られた主な点は、市場の競争がいかに激化しているかということでした。	key point.	重要なポイント。
dist1	Distinction I	279	recap		要約		Before we start, I'll do a quick recap of the content it would cover last week.	始める前に、先週取り上げる内容を簡単にまとめておきます。	For a quick recap before season 2, we'll briefly run down what happened in season 1.	シーズン 2 の前に簡単に復習するために、シーズン 1 で何が起こったのかを簡単に説明します。	summary.	まとめ。
dist1	Distinction I	280	ring a bell		ベルを鳴らす		The name Chris Lee might not ring a bell, but she is a very famous singer in China.	クリス・リーという名前はピンとこないかもしれませんが、彼女は中国では非常に有名な歌手です。	That song rings a bell, but I can't quite name it.	その歌はピンとくるのですが、名前がよくわかりません。	Sound familiar.	聞き覚えのある音です。
dist1	Distinction I	281	call a spade a spade		スペードをスペードと呼ぶ		Let's call a spade a spade and just let Rick know that his plane isn't working.	スペードをスペードと呼び、飛行機が機能していないことをリックに知らせましょう。	I appreciate MS feedback because she calls the spade a spade.	彼女はスペードをスペードと呼んでいるので、MS からのフィードバックに感謝します。	Speak frankly or clearly.	率直に、またははっきりと話してください。
dist1	Distinction I	282	front-load sth		フロントロードSTH		John front-loaded the dinner cooking process by preparing rice earlier in the day.	ジョンは、その日の早い時間にご飯を準備して、夕食の調理プロセスを前倒ししました。	If we allocate more people to the start of the project, can we front load more of the work?	プロジェクトの開始により多くの人員を割り当てた場合、より多くの作業を前倒しで行うことができますか?	Arrange so that a large portion of something occurs in the early stage.	何かの大部分が初期段階で発生するように配置します。
dist1	Distinction I	283	drip-feed sth		点滴供給 sth		I'll drip feed the documents through to you as I complete them.	書類を完成させたら、あなたにドリップフィードで渡します。	I'll get married to drip feed you the photos each day as I finish editing them.	結婚して、編集が終わったら毎日写真をドリップフィードするつもりです。	Provide gradually and increments.	徐々に、増量して提供します。
dist1	Distinction I	284	wild goose chase		雁の追跡		I had been in a wild goose chase this morning just to find free Wi-Fi.	今朝、私は無料の Wi-Fi を見つけるために猛追をしていました。	Let's make sure we book a restaurant for lunch so we don't end up going on a wild goose chase looking for a place to eat.	食べる場所を探すのに大苦労することのないように、ランチのレストランは必ず予約しましょう。	Pointless activity.	無意味な活動。
dist1	Distinction I	285	spruce sth/sb up		スプルース sth/sb アップ		I'll spruce up the presentation slides before sending them out.	プレゼンテーションのスライドを送信する前に仕上げます。	Let's spruce up the house before having people over.	人を招く前に家を整えましょう。	Make something or somebody visually cleaner or more attractive.	何かまたは誰かを視覚的にきれいに、またはより魅力的にします。
dist1	Distinction I	286	walk in sb/s shoes		SB/Sシューズを履いて歩く		To understand customers' needs, we need to walk in their shoes.	顧客のニーズを理解するには、顧客の立場に立って考える必要があります。	Walk in Simon's shoes to understand what he's filling at the moment.	サイモンの立場に立って、彼が現在何を満たしているのかを理解してください。	to you from somebody's perspective.	誰かの視点からあなたに。
dist1	Distinction I	287	spin wheels		スピンホイール		Our team has been spinning wheels for the last week because we don't have a clear plan.	私たちのチームは明確な計画がないため、ここ 1 週間空回りしてきました。	We're spinning our wheels without any leadership.	私たちは何のリーダーシップも持たずに空回りしています。	Not make any progress despite making an effort.	努力しているのに何も進まない。
dist1	Distinction I	288	talk down to sb		SBに話してください		I always feel like Serena is talking down to me.	いつもセレナが私に悪口を言っているように感じます。	Brian makes people feel uncomfortable by talking down to them.	ブライアンは、人々に悪口を言って不快な思いをさせます。	Talk to somebody in a condescending manner.	誰かに見下したような態度で話しかけます。
dist1	Distinction I	289	full of oneself		自分自身でいっぱい		Aki is very full of herself and thinks that she doesn't need to work as hard as everybody else.	アキは自分のことでいっぱいで、他の人たちと同じように頑張らなくてもいいと思っています。	I don't need Leon on my team. He's a bit full of himself, so he might upset other team members.	私のチームにレオンは必要ありません。彼は少し自分のことでいっぱいなので、他のチームメンバーを怒らせるかもしれません。	Self-centered.	自己中心的。
dist1	Distinction I	290	snapshot		スナップショット		A PowerPoint presentation is a good way of providing a snapshot of a complex set of data.	PowerPoint プレゼンテーションは、複雑なデータ セットのスナップショットを提供する良い方法です。	The diagram gave a really good snapshot of the demographics of Japan.	この図は日本の人口動態を非常によく表しています。	Summary.	まとめ。
dist1	Distinction I	291	like pulling teeth		歯を抜くような		Getting a loan of just ten dollars from the bank is like pulling teeth.	銀行からたった10ドルの融資を受けるのは歯を抜くようなものです。	Getting Greg derived on time is like pulling teeth. He's always late.	グレッグを時間通りに導き出すことは、歯を抜くようなものです。彼はいつも遅刻します。	Very difficult.	とても難しいです。
dist1	Distinction I	292	pull the trigger		引き金を引く		Despite the price tag, Liz pulled the trigger and bought the boat.	値札にもかかわらず、リズは引き金を引いてボートを購入しました。	We should just pull the trigger and buy the house.	私たちはただ引き金を引いて家を買えばいいのです。	Make a decision.	決断を下してください。
dist1	Distinction I	293	sketchy		大ざっぱな		I'm sick of dealing with sketchy salesmen.	態度の悪いセールスマンと付き合うのはうんざりだ。	Every time I see people who put tape over their laptop camera, I find them super sketchy.	ラップトップのカメラにテープを貼っている人を見るたびに、とても大ざっぱだと思います。	Suspicious.	疑わしい。
dist1	Distinction I	294	everything under the sun		太陽の下ですべて		Let's not buy everything under the sun from the supermarket. We're only cooking dinner for two.	スーパーで太陽の下ですべてを買うのはやめましょう。私たちは二人分の夕食を作っているだけです。	Aaron speech went on for way too long, as he tried to cover everything under the sun.	アーロンのスピーチは、太陽の下ですべてをカバーしようとしたため、あまりにも長く続きました。	many different things.	いろいろなこと。
dist1	Distinction I	295	go-ahead		どうぞ		My girlfriend is given me the go-head to buy new Porsche.	私のガールフレンドは私に新しいポルシェを買う許可を与えてくれました。	Once we get to go ahead from the manager, we'll be able to start development on that new product.	マネージャーからの許可が下りたら、その新製品の開発を開始できるようになります。	Permission.	許可。
